asset_id_base,rates
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DOT5S', 'rate': 117634.37481894146}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DPET', 'rate': 415528.6782876163}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DPR', 'rate': 3183854.247598626}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DPX', 'rate': 82.33014279128336}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DRE', 'rate': 55979.712337676276}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DREP', 'rate': 60509.570647388624}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DRGN', 'rate': 2478682.295494828}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DSH', 'rate': 446.555436816812}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DSLA', 'rate': 19164227.14402571}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DSS', 'rate': 1538705.3525982224}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DST', 'rate': 818282.9302927171}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DTA', 'rate': 898652172.5560946}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DTX', 'rate': 2030196.4897038103}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DUSK', 'rate': 130148.8757641758}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DVF', 'rate': 45230.13363689012}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DVI', 'rate': 811498.8914887175}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DVPN', 'rate': 57283946.13826675}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DVT', 'rate': 119116916.74904007}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYDX', 'rate': 10781.587330755434}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYDX3L', 'rate': 159014.14062060055}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYDX3S', 'rate': 72720.0713154706}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYDX5L', 'rate': 24526.72400931996}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYDX5S', 'rate': 319427.81438235}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'DYP', 'rate': 135576.44731716934}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EAC', 'rate': 2202054.740547217}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EC', 'rate': 118768556.75683653}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ECELL', 'rate': 7574425.836839903}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EDEN', 'rate': 379744.53660949913}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EDG', 'rate': 5485468.691130441}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EDO', 'rate': 134135.9399455392}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EFI', 'rate': 358499.9109589713}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EFX', 'rate': 3402086.0758210127}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGAME', 'rate': 233741931.28392622}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGLD', 'rate': 650.1107429637879}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGLD3L', 'rate': 36914.24324637312}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGLD3S', 'rate': 2049493.6428913402}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGLD5L', 'rate': 78116.03572247867}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGLD5S', 'rate': 87687.53154239195}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EGX', 'rate': 149.8296504461235}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EKO', 'rate': 603165154.0241461}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELA', 'rate': 23257.54278620544}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELF', 'rate': 92068.7632121685}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELG', 'rate': 9950.356162902657}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELON', 'rate': 81442715404.54333}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELS', 'rate': 9128053.55166163}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELT', 'rate': 40488578.23923251}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ELU', 'rate': 3853976.2233258067}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EM', 'rate': 35353451.92421026}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EMC2', 'rate': 3904286.250948205}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENDOR', 'rate': 271233280.86749876}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENG', 'rate': 6384367.140890474}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENJ', 'rate': 70733.2837909192}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENJ3S', 'rate': 441604272.0913476}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENQ', 'rate': 2934762.7536135036}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENS', 'rate': 2025.5044837337523}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENS3L', 'rate': 26653.870359194803}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENS3S', 'rate': 48580.52057692286}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENS5L', 'rate': 37605.09119296066}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ENS5S', 'rate': 177019.40776566733}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS', 'rate': 24451.05617141976}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS2L', 'rate': 5147.618530557962}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS2S', 'rate': 5934.350590064062}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS3L', 'rate': 81007.27609979536}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS3S', 'rate': 626051.6419978699}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS5L', 'rate': 202146.31881953136}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOS5S', 'rate': 245477.1198691959}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EOSC', 'rate': 7800374.772792638}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EPIK', 'rate': 3570375.129566429}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EPK', 'rate': 1595468.2343658267}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EPX', 'rate': 89837536.6104975}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EQ', 'rate': 486436.049204004}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EQX', 'rate': 3442124.9870592854}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ERG', 'rate': 17340.011806015977}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ERN', 'rate': 15658.027736459904}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ERR', 'rate': 248517781.6655512}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ERTHA', 'rate': 7986553.479180515}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC', 'rate': 1357.371808995094}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC2L', 'rate': 10786.436515332045}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC2S', 'rate': 7296.687539799532}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC3L', 'rate': 543852675.2516209}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC5L', 'rate': 83504.29432973989}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETC5S', 'rate': 68388.33572686753}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH', 'rate': 15.570866759512356}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH2.S', 'rate': 15.868116310868048}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH2X', 'rate': 16.64779919562885}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH3L', 'rate': 15370275.758464312}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH3S', 'rate': 102495935.38024348}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH5L', 'rate': 268033.3271098542}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETH5S', 'rate': 188106.89730904144}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHA', 'rate': 1541140.724798285}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHDOWN', 'rate': 109488.09296982935}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHF', 'rate': 100260.67283357658}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHUP', 'rate': 5251.613225283987}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHW', 'rate': 8122.358299913731}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHW3L', 'rate': 26155.307480390646}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETHW3S', 'rate': 105916.2855144966}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETM', 'rate': 79146690.65353502}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETN', 'rate': 11975588.323019054}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'ETP', 'rate': 1214853.6408013292}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EUL', 'rate': 9946.261371785484}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EUR', 'rate': 26176.842124740644}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EURB', 'rate': 26166.984111999263}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EUROC', 'rate': 26111.225616584223}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EURS', 'rate': 26161.3810587803}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EURT', 'rate': 26144.80595781293}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EUT', 'rate': 26121.785571536984}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EVER', 'rate': 325594.2646516017}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EVMOS', 'rate': 88373.05442222813}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EVZ', 'rate': 2315858.834070546}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EWC', 'rate': 129017.47152107248}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EWT', 'rate': 7794.014487859535}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EXE', 'rate': 546065001.112438}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EXFI', 'rate': 184769.3475805421}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EXM', 'rate': 1804883.828067408}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'EXP', 'rate': 5048257.795040506}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FACE', 'rate': 861774426241.4722}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FAIR', 'rate': 22855454.679731295}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FALCONS', 'rate': 6607530.579872691}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FAME', 'rate': 17643258.1242719}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FANC', 'rate': 429092.6744798164}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FARM', 'rate': 799.011235173496}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FB', 'rate': 17986.475348723467}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FBX', 'rate': 52597281.3492765}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FCL', 'rate': 1509093.0298763998}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FCON', 'rate': 286238375.71876335}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FCT2', 'rate': 394369.4549283146}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FDM', 'rate': 2194356.649313628}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FEAR', 'rate': 180164.0675875508}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FER', 'rate': 907918.0683096008}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FET', 'rate': 73317.35699685154}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FEVR', 'rate': 42207037.65643843}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIDA', 'rate': 69345.4436064533}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIL', 'rate': 4749.396249186992}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIL5L', 'rate': 23833.50631547442}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIL5S', 'rate': 37681.65239595665}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIO', 'rate': 837565.5157148915}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIRO', 'rate': 12778.018266084326}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIS', 'rate': 55285.151071948494}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FITFI', 'rate': 2043998.0902891567}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FIU', 'rate': 9895898.148992267}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FKX', 'rate': 1271017.9113181042}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLAME', 'rate': 621495.1862544542}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLIXX', 'rate': 1953135.0331276732}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLM', 'rate': 293740.6283286419}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLM3L', 'rate': 197602.46937217645}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLM3S', 'rate': 26564.84671880689}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLM5L', 'rate': 41861.36993199473}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLM5S', 'rate': 97153.5849043467}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLO', 'rate': 9105510.129109012}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLOKI', 'rate': 748126563.1904935}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLOOR', 'rate': 7319.063082816686}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLOW', 'rate': 27873.18324765456}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLOW3L', 'rate': 51352.79769428543}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLOW3S', 'rate': 61921.72128157666}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLR', 'rate': 878151.2048600576}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLUX', 'rate': 45214.85801434512}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLY', 'rate': 21151830.240870424}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FLZ', 'rate': 8725.47219091056}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FNDZ', 'rate': 3251840.578856365}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FODL', 'rate': 5449038.09387815}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOL', 'rate': 2933018.791811555}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOOTBALL3L', 'rate': 35918.09390801575}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOOTBALL3S', 'rate': 71169.57967151109}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOR', 'rate': 1201019.556947754}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FORESTPLUS', 'rate': 6659279.391796339}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FORM', 'rate': 12099426.675527878}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FORT', 'rate': 204302.90794989702}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FORTH', 'rate': 8298.819150048565}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOTA', 'rate': 1544215.915469814}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FOX', 'rate': 813505.2987591596}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FRA', 'rate': 10243185.909361158}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FRM', 'rate': 509960.5436341047}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FRONT', 'rate': 119157.5656949192}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FRR', 'rate': 84924979.8710705}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FSCC', 'rate': 22340.498787609697}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FSN', 'rate': 91666.4712980244}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FT', 'rate': 9369.21388138061}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTC', 'rate': 4735922.977987306}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTG', 'rate': 7768484.613978799}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTI', 'rate': 794641957.7191858}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM', 'rate': 57929.238670845705}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM2L', 'rate': 3534.8080916891818}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM2S', 'rate': 64199.401149755875}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM3L', 'rate': 404838.9857019734}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM3S', 'rate': 560684411.5331496}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM5L', 'rate': 23180.61105484814}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTM5S', 'rate': 109864.48437159626}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTRB', 'rate': 4755854.043900839}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FTT', 'rate': 21180.75699067949}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FUD', 'rate': 4162.732385959322}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FUN', 'rate': 4126596.281735662}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FUSE', 'rate': 383195.4051435083}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FX', 'rate': 142246.13323401255}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FXS', 'rate': 3454.2462414233864}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FXS3L', 'rate': 226484.2370709685}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FXS3S', 'rate': 35001.706627249376}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'FYN', 'rate': 862614.7784738184}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'G999', 'rate': 16178839.454505494}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAFI', 'rate': 5074.459304553787}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAL', 'rate': 15231.557633073018}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALA', 'rate': 673305.0120639472}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALA3L', 'rate': 107674.6570491397}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALA3S', 'rate': 190475.68502850106}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALA5L', 'rate': 471626.7363925704}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALA5S', 'rate': 31181.08758893383}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALAX', 'rate': 673481.1726954703}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALAX3L', 'rate': 15718151.623078957}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALAX3S', 'rate': 2564554.904943651}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALAXY', 'rate': 14892230377507.186}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALFAN', 'rate': 7078.2255866475625}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALFT', 'rate': 7097.791914508664}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GALOFT', 'rate': 101096.00067144129}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAME', 'rate': 1629037.4639592564}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAMES', 'rate': 19865.81013064562}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GARI', 'rate': 526336.2731518056}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAS', 'rate': 8187.933739954719}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GASP', 'rate': 35256491.86387454}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GAZE', 'rate': 145737087.30546176}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBEX', 'rate': 188246027306.42963}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBIT', 'rate': 24828.519221307135}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBP', 'rate': 23090.24302615296}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBPB', 'rate': 23039.386473573966}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBPT', 'rate': 23042.2063011004}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GBYTE', 'rate': 1926.5857183383046}"
BTC,"{'time': '2023-03-24T01:50:06.0000000Z', 'asset_id_quote': 'GDT', 'rate': 5523512.9590979405}"
