asset_id_base,rates
BTC,"{'time': '2023-03-24T01:49:15.0000000Z', 'asset_id_quote': 'QTCON', 'rate': 19993132.676341046}"
BTC,"{'time': '2023-03-24T01:49:13.0000000Z', 'asset_id_quote': 'USTX', 'rate': 1264538.5184768075}"
BTC,"{'time': '2023-03-24T01:49:08.0000000Z', 'asset_id_quote': 'EGG', 'rate': 4370464.964730389}"
BTC,"{'time': '2023-03-24T01:49:07.0000000Z', 'asset_id_quote': 'FIT', 'rate': 48821961.84562871}"
BTC,"{'time': '2023-03-24T01:49:07.0000000Z', 'asset_id_quote': 'RXC', 'rate': 10416976.214465044}"
BTC,"{'time': '2023-03-24T01:49:04.0000000Z', 'asset_id_quote': 'AGRO', 'rate': 38689461.238962725}"
BTC,"{'time': '2023-03-24T01:49:03.0000000Z', 'asset_id_quote': 'EL', 'rate': 10361092.161681032}"
BTC,"{'time': '2023-03-24T01:49:01.0000000Z', 'asset_id_quote': 'KSP', 'rate': 34186.66707011774}"
BTC,"{'time': '2023-03-24T01:48:59.0000000Z', 'asset_id_quote': 'YES', 'rate': 1648801.9580588646}"
BTC,"{'time': '2023-03-24T01:48:57.0000000Z', 'asset_id_quote': 'OKDOT1', 'rate': 5386.113423785621}"
BTC,"{'time': '2023-03-24T01:48:51.0000000Z', 'asset_id_quote': 'CON', 'rate': 2909504.236111176}"
BTC,"{'time': '2023-03-24T01:48:49.0000000Z', 'asset_id_quote': 'BLOVELY', 'rate': 14692207964195.688}"
BTC,"{'time': '2023-03-24T01:48:43.0000000Z', 'asset_id_quote': 'QUA', 'rate': 5260946.356833584}"
BTC,"{'time': '2023-03-24T01:48:40.0000000Z', 'asset_id_quote': 'HID', 'rate': 1870077.7510736077}"
BTC,"{'time': '2023-03-24T01:48:39.0000000Z', 'asset_id_quote': 'IME', 'rate': 148207475.14723778}"
BTC,"{'time': '2023-03-24T01:48:37.0000000Z', 'asset_id_quote': 'AMPL', 'rate': 24619.599137941896}"
BTC,"{'time': '2023-03-24T01:48:37.0000000Z', 'asset_id_quote': 'WAFL', 'rate': 12897.64492901577}"
BTC,"{'time': '2023-03-24T01:48:30.0000000Z', 'asset_id_quote': '2CRZ', 'rate': 15131519.972737653}"
BTC,"{'time': '2023-03-24T01:48:30.0000000Z', 'asset_id_quote': 'DOG', 'rate': 31787455.717312805}"
BTC,"{'time': '2023-03-24T01:48:29.0000000Z', 'asset_id_quote': 'TLM5L', 'rate': 47727.29606205059}"
BTC,"{'time': '2023-03-24T01:48:26.0000000Z', 'asset_id_quote': 'OHM', 'rate': 2706.9460326221283}"
BTC,"{'time': '2023-03-24T01:48:26.0000000Z', 'asset_id_quote': 'SPO', 'rate': 26265396.867396634}"
BTC,"{'time': '2023-03-24T01:48:19.0000000Z', 'asset_id_quote': 'FWC', 'rate': 688224420400863.0}"
BTC,"{'time': '2023-03-24T01:48:18.0000000Z', 'asset_id_quote': 'SCCPFT', 'rate': 88804.81374342513}"
BTC,"{'time': '2023-03-24T01:48:17.0000000Z', 'asset_id_quote': 'WAVES3L', 'rate': 11340.507462112731}"
BTC,"{'time': '2023-03-24T01:48:15.0000000Z', 'asset_id_quote': 'PLC', 'rate': 316858.81574361457}"
BTC,"{'time': '2023-03-24T01:48:13.0000000Z', 'asset_id_quote': 'TOMS', 'rate': 10517733.966698593}"
BTC,"{'time': '2023-03-24T01:48:12.0000000Z', 'asset_id_quote': 'CZR', 'rate': 8395.49340043971}"
BTC,"{'time': '2023-03-24T01:48:10.0000000Z', 'asset_id_quote': 'GHOST', 'rate': 395632.51134238596}"
BTC,"{'time': '2023-03-24T01:48:07.0000000Z', 'asset_id_quote': 'BFT', 'rate': 565558183.1955367}"
BTC,"{'time': '2023-03-24T01:48:04.0000000Z', 'asset_id_quote': 'LON', 'rate': 46214.5581149835}"
BTC,"{'time': '2023-03-24T01:48:04.0000000Z', 'asset_id_quote': 'ZEC3S', 'rate': 116902.58759962508}"
BTC,"{'time': '2023-03-24T01:48:01.0000000Z', 'asset_id_quote': 'EQZ', 'rate': 743508.6739727741}"
BTC,"{'time': '2023-03-24T01:48:00.0000000Z', 'asset_id_quote': 'SUMMER', 'rate': 4943984.286369614}"
BTC,"{'time': '2023-03-24T01:48:00.0000000Z', 'asset_id_quote': 'YTN', 'rate': 22390791.009641264}"
BTC,"{'time': '2023-03-24T01:47:59.0000000Z', 'asset_id_quote': 'RETH', 'rate': 461527682.43215287}"
BTC,"{'time': '2023-03-24T01:47:55.0000000Z', 'asset_id_quote': 'P2PS', 'rate': 327.76680605758986}"
BTC,"{'time': '2023-03-24T01:47:55.0000000Z', 'asset_id_quote': 'SAITO', 'rate': 2091817.3418818247}"
BTC,"{'time': '2023-03-24T01:47:54.0000000Z', 'asset_id_quote': 'GTH', 'rate': 3645147.8540095366}"
BTC,"{'time': '2023-03-24T01:47:53.0000000Z', 'asset_id_quote': 'SCREAM', 'rate': 13929.940481226266}"
BTC,"{'time': '2023-03-24T01:47:49.0000000Z', 'asset_id_quote': 'DNX', 'rate': 355729.48910646874}"
BTC,"{'time': '2023-03-24T01:47:44.0000000Z', 'asset_id_quote': 'FIL3L', 'rate': 7429.929409451814}"
BTC,"{'time': '2023-03-24T01:47:42.0000000Z', 'asset_id_quote': 'FBT', 'rate': 18190.47318726759}"
BTC,"{'time': '2023-03-24T01:47:42.0000000Z', 'asset_id_quote': 'LOOKS3S', 'rate': 2230.5408056771917}"
BTC,"{'time': '2023-03-24T01:47:40.0000000Z', 'asset_id_quote': 'XCP', 'rate': 7955.519410200996}"
BTC,"{'time': '2023-03-24T01:47:39.0000000Z', 'asset_id_quote': 'TEMCO', 'rate': 13147505.783148581}"
BTC,"{'time': '2023-03-24T01:47:36.0000000Z', 'asset_id_quote': 'LOX', 'rate': 144208124.55897284}"
BTC,"{'time': '2023-03-24T01:47:36.0000000Z', 'asset_id_quote': 'VXL', 'rate': 2208357.1274303896}"
BTC,"{'time': '2023-03-24T01:47:33.0000000Z', 'asset_id_quote': 'DARK', 'rate': 886591.4509024635}"
BTC,"{'time': '2023-03-24T01:47:31.0000000Z', 'asset_id_quote': 'ALLFT', 'rate': 122241.38915962972}"
BTC,"{'time': '2023-03-24T01:47:29.0000000Z', 'asset_id_quote': 'AIRUSD', 'rate': 28019.78702489589}"
BTC,"{'time': '2023-03-24T01:47:24.0000000Z', 'asset_id_quote': 'CMK', 'rate': 3247440.871888928}"
BTC,"{'time': '2023-03-24T01:47:24.0000000Z', 'asset_id_quote': 'LML', 'rate': 6938932.960141668}"
BTC,"{'time': '2023-03-24T01:47:21.0000000Z', 'asset_id_quote': 'WLXT', 'rate': 1933980.3700382693}"
BTC,"{'time': '2023-03-24T01:47:19.0000000Z', 'asset_id_quote': 'EGS', 'rate': 29715768.781839468}"
BTC,"{'time': '2023-03-24T01:47:19.0000000Z', 'asset_id_quote': 'G', 'rate': 3463466.594253006}"
BTC,"{'time': '2023-03-24T01:47:18.0000000Z', 'asset_id_quote': 'BYTZ', 'rate': 106771410.11892751}"
BTC,"{'time': '2023-03-24T01:47:17.0000000Z', 'asset_id_quote': 'BEAM', 'rate': 867561.6539811651}"
BTC,"{'time': '2023-03-24T01:47:10.0000000Z', 'asset_id_quote': 'H3RO3S', 'rate': 19749570.90524822}"
BTC,"{'time': '2023-03-24T01:47:09.0000000Z', 'asset_id_quote': 'HALO', 'rate': 321554.9500465359}"
BTC,"{'time': '2023-03-24T01:47:07.0000000Z', 'asset_id_quote': 'ACYC', 'rate': 47046188791.9691}"
BTC,"{'time': '2023-03-24T01:47:04.0000000Z', 'asset_id_quote': 'HGOLD', 'rate': 387491.406191645}"
BTC,"{'time': '2023-03-24T01:47:04.0000000Z', 'asset_id_quote': 'SPN', 'rate': 254772200.80308026}"
BTC,"{'time': '2023-03-24T01:47:03.0000000Z', 'asset_id_quote': 'LCC', 'rate': 7532046.804998463}"
BTC,"{'time': '2023-03-24T01:47:02.0000000Z', 'asset_id_quote': 'EDHM', 'rate': 1440083.043725531}"
BTC,"{'time': '2023-03-24T01:46:57.0000000Z', 'asset_id_quote': 'MONONOKEINU', 'rate': 4.020174154730457e+16}"
BTC,"{'time': '2023-03-24T01:46:54.0000000Z', 'asset_id_quote': 'BLY', 'rate': 6214149.0564277535}"
BTC,"{'time': '2023-03-24T01:46:52.0000000Z', 'asset_id_quote': 'GHX', 'rate': 3482933.442101706}"
BTC,"{'time': '2023-03-24T01:46:50.0000000Z', 'asset_id_quote': 'CGU', 'rate': 896580.3305383786}"
BTC,"{'time': '2023-03-24T01:46:50.0000000Z', 'asset_id_quote': 'SHIBDOGE', 'rate': 360255338726035.7}"
BTC,"{'time': '2023-03-24T01:46:46.0000000Z', 'asset_id_quote': 'HVN', 'rate': 25359844.433517184}"
BTC,"{'time': '2023-03-24T01:46:44.0000000Z', 'asset_id_quote': 'KNC5L', 'rate': 183248.95915570523}"
BTC,"{'time': '2023-03-24T01:46:39.0000000Z', 'asset_id_quote': 'CRV3L', 'rate': 10792674.249003127}"
BTC,"{'time': '2023-03-24T01:46:39.0000000Z', 'asset_id_quote': 'ZAIF', 'rate': 35812700.83020368}"
BTC,"{'time': '2023-03-24T01:46:39.0000000Z', 'asset_id_quote': 'ZEC3L', 'rate': 2682054.683922225}"
BTC,"{'time': '2023-03-24T01:46:32.0000000Z', 'asset_id_quote': 'NEWS', 'rate': 2626845.883812169}"
BTC,"{'time': '2023-03-24T01:46:32.0000000Z', 'asset_id_quote': 'YOC', 'rate': 42846184.379441515}"
BTC,"{'time': '2023-03-24T01:46:31.0000000Z', 'asset_id_quote': 'MPG', 'rate': 12340026.7473077}"
BTC,"{'time': '2023-03-24T01:46:27.0000000Z', 'asset_id_quote': 'CLUB', 'rate': 2582292.08025382}"
BTC,"{'time': '2023-03-24T01:46:16.0000000Z', 'asset_id_quote': 'CPT', 'rate': 384485625.06334734}"
BTC,"{'time': '2023-03-24T01:46:16.0000000Z', 'asset_id_quote': 'DCN', 'rate': 11130047663.259203}"
BTC,"{'time': '2023-03-24T01:46:16.0000000Z', 'asset_id_quote': 'GMT5L', 'rate': 28819.094140000554}"
BTC,"{'time': '2023-03-24T01:46:16.0000000Z', 'asset_id_quote': 'VCF', 'rate': 31880.382818605063}"
BTC,"{'time': '2023-03-24T01:46:09.0000000Z', 'asset_id_quote': '$CINU', 'rate': 46580184.63548721}"
BTC,"{'time': '2023-03-24T01:46:08.0000000Z', 'asset_id_quote': 'FDC', 'rate': 95232666.5874335}"
BTC,"{'time': '2023-03-24T01:46:05.0000000Z', 'asset_id_quote': 'J777', 'rate': 8474883.184988922}"
BTC,"{'time': '2023-03-24T01:46:02.0000000Z', 'asset_id_quote': 'STF', 'rate': 5192886.730448103}"
BTC,"{'time': '2023-03-24T01:46:00.0000000Z', 'asset_id_quote': 'OKDOT2', 'rate': 5672.848154231438}"
BTC,"{'time': '2023-03-24T01:45:53.0000000Z', 'asset_id_quote': 'COOHA', 'rate': 189342.24342613656}"
BTC,"{'time': '2023-03-24T01:45:47.0000000Z', 'asset_id_quote': 'ILC', 'rate': 7734568.512418905}"
BTC,"{'time': '2023-03-24T01:45:46.0000000Z', 'asset_id_quote': 'LMCSWAP', 'rate': 19370364.29907744}"
BTC,"{'time': '2023-03-24T01:45:45.0000000Z', 'asset_id_quote': 'MOBIC', 'rate': 558632.7444266271}"
BTC,"{'time': '2023-03-24T01:45:44.0000000Z', 'asset_id_quote': 'FSHN', 'rate': 915845452463.1443}"
BTC,"{'time': '2023-03-24T01:45:37.0000000Z', 'asset_id_quote': 'AMIS', 'rate': 61036.5281163834}"
BTC,"{'time': '2023-03-24T01:45:33.0000000Z', 'asset_id_quote': 'ACX', 'rate': 381624.0229592269}"
BTC,"{'time': '2023-03-24T01:45:31.0000000Z', 'asset_id_quote': 'HOGE', 'rate': 1082882941.0262861}"
BTC,"{'time': '2023-03-24T01:45:22.0000000Z', 'asset_id_quote': 'FIL3S', 'rate': 11399.042475820583}"
BTC,"{'time': '2023-03-24T01:45:22.0000000Z', 'asset_id_quote': 'XHT', 'rate': 194759.66467627138}"
BTC,"{'time': '2023-03-24T01:45:19.0000000Z', 'asset_id_quote': 'ALTC', 'rate': 21948341.171084825}"
BTC,"{'time': '2023-03-24T01:45:17.0000000Z', 'asset_id_quote': 'LAVAX', 'rate': 1053066.213321842}"
BTC,"{'time': '2023-03-24T01:45:15.0000000Z', 'asset_id_quote': 'HPNS', 'rate': 3197746366.425681}"
BTC,"{'time': '2023-03-24T01:45:14.0000000Z', 'asset_id_quote': 'UDC', 'rate': 28361.082251500153}"
BTC,"{'time': '2023-03-24T01:45:11.0000000Z', 'asset_id_quote': 'GULF', 'rate': 562093.0550845736}"
BTC,"{'time': '2023-03-24T01:45:09.0000000Z', 'asset_id_quote': 'CRO3S', 'rate': 2592937.9728510077}"
BTC,"{'time': '2023-03-24T01:45:06.0000000Z', 'asset_id_quote': 'HBIT', 'rate': 1363221830.2933664}"
BTC,"{'time': '2023-03-24T01:45:06.0000000Z', 'asset_id_quote': 'XWP', 'rate': 4884417.335977987}"
BTC,"{'time': '2023-03-24T01:45:05.0000000Z', 'asset_id_quote': 'ORB', 'rate': 287037.86708009697}"
BTC,"{'time': '2023-03-24T01:45:04.0000000Z', 'asset_id_quote': 'CT', 'rate': 87013508.58292641}"
BTC,"{'time': '2023-03-24T01:45:03.0000000Z', 'asset_id_quote': 'PLGR', 'rate': 40291826.5020197}"
BTC,"{'time': '2023-03-24T01:45:01.0000000Z', 'asset_id_quote': 'HAWK', 'rate': 5376474.576331114}"
BTC,"{'time': '2023-03-24T01:44:57.0000000Z', 'asset_id_quote': 'ZEDXION', 'rate': 226200.82200847592}"
BTC,"{'time': '2023-03-24T01:44:52.0000000Z', 'asset_id_quote': 'HAM', 'rate': 7570583147613.642}"
BTC,"{'time': '2023-03-24T01:44:45.0000000Z', 'asset_id_quote': 'XMV', 'rate': 5129696.3467766335}"
BTC,"{'time': '2023-03-24T01:44:35.0000000Z', 'asset_id_quote': 'MHLKBANGKO', 'rate': 41674432.2346141}"
BTC,"{'time': '2023-03-24T01:44:33.0000000Z', 'asset_id_quote': 'OTC', 'rate': 8383.398379278016}"
BTC,"{'time': '2023-03-24T01:44:31.0000000Z', 'asset_id_quote': 'RWN', 'rate': 38453544.25459135}"
BTC,"{'time': '2023-03-24T01:44:30.0000000Z', 'asset_id_quote': 'XEQ', 'rate': 3344964.811797096}"
BTC,"{'time': '2023-03-24T01:44:28.0000000Z', 'asset_id_quote': 'INDEX', 'rate': 14173.189627405462}"
BTC,"{'time': '2023-03-24T01:44:27.0000000Z', 'asset_id_quote': 'LGCY', 'rate': 104745237.07369132}"
BTC,"{'time': '2023-03-24T01:44:10.0000000Z', 'asset_id_quote': 'IMX3L', 'rate': 648721.7105194884}"
BTC,"{'time': '2023-03-24T01:43:59.0000000Z', 'asset_id_quote': 'SHB', 'rate': 3601924.543290826}"
BTC,"{'time': '2023-03-24T01:43:50.0000000Z', 'asset_id_quote': 'ETC3S', 'rate': 60417.605261852834}"
BTC,"{'time': '2023-03-24T01:43:50.0000000Z', 'asset_id_quote': 'STVFT', 'rate': 20939.600518585554}"
BTC,"{'time': '2023-03-24T01:43:47.0000000Z', 'asset_id_quote': 'TBP', 'rate': 356368.95412706875}"
BTC,"{'time': '2023-03-24T01:43:45.0000000Z', 'asset_id_quote': 'EDC', 'rate': 466657.50637110474}"
BTC,"{'time': '2023-03-24T01:43:43.0000000Z', 'asset_id_quote': 'MGPT', 'rate': 958526.4065778714}"
BTC,"{'time': '2023-03-24T01:43:40.0000000Z', 'asset_id_quote': 'IMX5L', 'rate': 50856.565954438505}"
BTC,"{'time': '2023-03-24T01:43:38.0000000Z', 'asset_id_quote': 'DTNG', 'rate': 75274.30671683891}"
BTC,"{'time': '2023-03-24T01:43:37.0000000Z', 'asset_id_quote': 'DLC', 'rate': 110823585.40076786}"
BTC,"{'time': '2023-03-24T01:43:34.0000000Z', 'asset_id_quote': 'LOOT', 'rate': 84021.47503753383}"
BTC,"{'time': '2023-03-24T01:43:31.0000000Z', 'asset_id_quote': 'FREED', 'rate': 1180195.3363681044}"
BTC,"{'time': '2023-03-24T01:43:28.0000000Z', 'asset_id_quote': 'BAXS', 'rate': 2024716.0489747438}"
BTC,"{'time': '2023-03-24T01:43:28.0000000Z', 'asset_id_quote': 'VANCAT', 'rate': 91235308225.99149}"
BTC,"{'time': '2023-03-24T01:43:27.0000000Z', 'asset_id_quote': 'SURE', 'rate': 9201121.955197396}"
BTC,"{'time': '2023-03-24T01:43:23.0000000Z', 'asset_id_quote': 'PLOCK', 'rate': 27096412.033161897}"
BTC,"{'time': '2023-03-24T01:43:14.0000000Z', 'asset_id_quote': 'FREN', 'rate': 249227818049.25003}"
BTC,"{'time': '2023-03-24T01:43:12.0000000Z', 'asset_id_quote': 'DBX', 'rate': 133865335.06133108}"
BTC,"{'time': '2023-03-24T01:43:10.0000000Z', 'asset_id_quote': 'UNDEAD', 'rate': 129402.6981123042}"
BTC,"{'time': '2023-03-24T01:43:03.0000000Z', 'asset_id_quote': 'AGX', 'rate': 16081746.226717597}"
BTC,"{'time': '2023-03-24T01:42:54.0000000Z', 'asset_id_quote': 'FDT', 'rate': 558556.03207887}"
BTC,"{'time': '2023-03-24T01:42:54.0000000Z', 'asset_id_quote': 'MR', 'rate': 3330812635.312484}"
BTC,"{'time': '2023-03-24T01:42:47.0000000Z', 'asset_id_quote': 'LIO', 'rate': 4797.448919382606}"
BTC,"{'time': '2023-03-24T01:42:47.0000000Z', 'asset_id_quote': 'MODEFI', 'rate': 86617.33318606902}"
BTC,"{'time': '2023-03-24T01:42:46.0000000Z', 'asset_id_quote': 'DAR3L', 'rate': 233114.46415633493}"
BTC,"{'time': '2023-03-24T01:42:46.0000000Z', 'asset_id_quote': 'VGO', 'rate': 1358070.486636861}"
BTC,"{'time': '2023-03-24T01:42:42.0000000Z', 'asset_id_quote': 'DINGO', 'rate': 1617518079.4552665}"
BTC,"{'time': '2023-03-24T01:42:40.0000000Z', 'asset_id_quote': 'CRP', 'rate': 45165.65291943514}"
BTC,"{'time': '2023-03-24T01:42:38.0000000Z', 'asset_id_quote': 'EAI', 'rate': 989807.2669297118}"
BTC,"{'time': '2023-03-24T01:42:33.0000000Z', 'asset_id_quote': 'CHTA', 'rate': 48326912175.92013}"
BTC,"{'time': '2023-03-24T01:42:31.0000000Z', 'asset_id_quote': 'NENG', 'rate': 132004527392.73622}"
BTC,"{'time': '2023-03-24T01:42:25.0000000Z', 'asset_id_quote': 'CCOH', 'rate': 1148516.0391367401}"
BTC,"{'time': '2023-03-24T01:42:22.0000000Z', 'asset_id_quote': 'CCAT', 'rate': 38448154.60783293}"
BTC,"{'time': '2023-03-24T01:42:22.0000000Z', 'asset_id_quote': 'YETI', 'rate': 2878853.4886936764}"
BTC,"{'time': '2023-03-24T01:42:21.0000000Z', 'asset_id_quote': 'SIF', 'rate': 8282957.778314149}"
BTC,"{'time': '2023-03-24T01:42:19.0000000Z', 'asset_id_quote': 'SNFT', 'rate': 397335.00906128675}"
BTC,"{'time': '2023-03-24T01:42:18.0000000Z', 'asset_id_quote': 'NEO3L', 'rate': 340368.9771797377}"
BTC,"{'time': '2023-03-24T01:42:18.0000000Z', 'asset_id_quote': 'OGFT', 'rate': 10854.949850710487}"
BTC,"{'time': '2023-03-24T01:42:13.0000000Z', 'asset_id_quote': 'AUOP', 'rate': 41614858.000524595}"
BTC,"{'time': '2023-03-24T01:42:12.0000000Z', 'asset_id_quote': 'YEC', 'rate': 306190.6933282074}"
BTC,"{'time': '2023-03-24T01:42:02.0000000Z', 'asset_id_quote': 'ALU', 'rate': 979810.3658530124}"
BTC,"{'time': '2023-03-24T01:42:01.0000000Z', 'asset_id_quote': 'CUT', 'rate': 2399677.244164275}"
BTC,"{'time': '2023-03-24T01:42:00.0000000Z', 'asset_id_quote': 'GSWAP', 'rate': 77120.66565275395}"
BTC,"{'time': '2023-03-24T01:42:00.0000000Z', 'asset_id_quote': 'LRC3L', 'rate': 1705526.9886517366}"
BTC,"{'time': '2023-03-24T01:42:00.0000000Z', 'asset_id_quote': 'PLAY', 'rate': 6932694.5208253}"
BTC,"{'time': '2023-03-24T01:41:55.0000000Z', 'asset_id_quote': 'CTK3L', 'rate': 7885997.683439008}"
BTC,"{'time': '2023-03-24T01:41:53.0000000Z', 'asset_id_quote': 'TOPC', 'rate': 56015413.79240023}"
BTC,"{'time': '2023-03-24T01:41:43.0000000Z', 'asset_id_quote': 'JCC', 'rate': 358162.2207739753}"
BTC,"{'time': '2023-03-24T01:41:37.0000000Z', 'asset_id_quote': 'ETH2', 'rate': 16.11227023826569}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'INX', 'rate': 70177871.10412532}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'MCO', 'rate': 9008.638598550266}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'MDA', 'rate': 534671.756223124}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'MON', 'rate': 20331890.97341606}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'PICKLE', 'rate': 20575.095584539205}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'RNT', 'rate': 19729254.04455369}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'ROAD', 'rate': 249597924.4118734}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'TAI', 'rate': 132169.79566293056}"
BTC,"{'time': '2023-03-24T01:41:36.0000000Z', 'asset_id_quote': 'WGRT', 'rate': 16361457.200911954}"
BTC,"{'time': '2023-03-24T01:41:35.0000000Z', 'asset_id_quote': 'BITCCA', 'rate': 283610741.41483575}"
BTC,"{'time': '2023-03-24T01:41:34.0000000Z', 'asset_id_quote': 'CAIFT', 'rate': 100197.20258411333}"
BTC,"{'time': '2023-03-24T01:41:30.0000000Z', 'asset_id_quote': 'GREYHOUND', 'rate': 35352083074.8422}"
BTC,"{'time': '2023-03-24T01:41:24.0000000Z', 'asset_id_quote': '7PXS', 'rate': 10765.93187340721}"
BTC,"{'time': '2023-03-24T01:41:14.0000000Z', 'asset_id_quote': 'DERI', 'rate': 707059.8573024316}"
BTC,"{'time': '2023-03-24T01:41:05.0000000Z', 'asset_id_quote': 'AXEL', 'rate': 103816.96978518795}"
BTC,"{'time': '2023-03-24T01:40:56.0000000Z', 'asset_id_quote': 'STON', 'rate': 11551163.91441394}"
BTC,"{'time': '2023-03-24T01:40:52.0000000Z', 'asset_id_quote': 'DIVER', 'rate': 3374249.2609948954}"
BTC,"{'time': '2023-03-24T01:40:51.0000000Z', 'asset_id_quote': 'VRSC', 'rate': 46207.34748224626}"
BTC,"{'time': '2023-03-24T01:40:48.0000000Z', 'asset_id_quote': 'ATMFT', 'rate': 10522.55588589823}"
BTC,"{'time': '2023-03-24T01:40:48.0000000Z', 'asset_id_quote': 'BURN', 'rate': 1245337946.6431117}"
BTC,"{'time': '2023-03-24T01:40:47.0000000Z', 'asset_id_quote': 'RVST', 'rate': 685589.9010928319}"
BTC,"{'time': '2023-03-24T01:40:45.0000000Z', 'asset_id_quote': 'SHIBANFT', 'rate': 81010629055432.84}"
BTC,"{'time': '2023-03-24T01:40:34.0000000Z', 'asset_id_quote': 'AVN', 'rate': 1519020176.457252}"
BTC,"{'time': '2023-03-24T01:40:31.0000000Z', 'asset_id_quote': 'NBS', 'rate': 59483233.677783936}"
BTC,"{'time': '2023-03-24T01:40:27.0000000Z', 'asset_id_quote': 'REVU', 'rate': 1152092.3428952962}"
BTC,"{'time': '2023-03-24T01:40:24.0000000Z', 'asset_id_quote': 'ETHCASH', 'rate': 761487744.7803899}"
BTC,"{'time': '2023-03-24T01:40:14.0000000Z', 'asset_id_quote': 'SHOPX', 'rate': 2083387.4292783125}"
BTC,"{'time': '2023-03-24T01:40:13.0000000Z', 'asset_id_quote': 'FND', 'rate': 7883386.326236044}"
BTC,"{'time': '2023-03-24T01:40:10.0000000Z', 'asset_id_quote': 'FUFU', 'rate': 52872749.93207987}"
BTC,"{'time': '2023-03-24T01:40:09.0000000Z', 'asset_id_quote': 'ETHO', 'rate': 2847362.020712608}"
BTC,"{'time': '2023-03-24T01:40:07.0000000Z', 'asset_id_quote': 'ACQ', 'rate': 1124761.0119513366}"
BTC,"{'time': '2023-03-24T01:40:06.0000000Z', 'asset_id_quote': 'EDUX', 'rate': 173781300.7207909}"
BTC,"{'time': '2023-03-24T01:40:00.0000000Z', 'asset_id_quote': 'HTH', 'rate': 19426415724.64212}"
BTC,"{'time': '2023-03-24T01:39:59.0000000Z', 'asset_id_quote': 'KODI', 'rate': 9327566057.352528}"
BTC,"{'time': '2023-03-24T01:39:49.0000000Z', 'asset_id_quote': 'BCA', 'rate': 618270.3795437891}"
BTC,"{'time': '2023-03-24T01:39:45.0000000Z', 'asset_id_quote': 'ADR', 'rate': 46299736.04696812}"
BTC,"{'time': '2023-03-24T01:39:42.0000000Z', 'asset_id_quote': 'WSIENNA', 'rate': 57788.883173491}"
BTC,"{'time': '2023-03-24T01:39:41.0000000Z', 'asset_id_quote': 'IOST3L', 'rate': 1059970.2611167103}"
BTC,"{'time': '2023-03-24T01:39:27.0000000Z', 'asset_id_quote': 'QTF', 'rate': 2876.377402301182}"
BTC,"{'time': '2023-03-24T01:39:27.0000000Z', 'asset_id_quote': 'SBAR', 'rate': 104759.72011999291}"
BTC,"{'time': '2023-03-24T01:39:24.0000000Z', 'asset_id_quote': 'DIAMOND', 'rate': 2540.2167842540025}"
BTC,"{'time': '2023-03-24T01:39:17.0000000Z', 'asset_id_quote': 'PLASTIK', 'rate': 939242.5729942195}"
BTC,"{'time': '2023-03-24T01:39:10.0000000Z', 'asset_id_quote': 'HMT', 'rate': 550365.4380591343}"
BTC,"{'time': '2023-03-24T01:39:06.0000000Z', 'asset_id_quote': 'BCNT', 'rate': 13009335.262246877}"
BTC,"{'time': '2023-03-24T01:39:06.0000000Z', 'asset_id_quote': 'SHINJA', 'rate': 738789828.4446359}"
BTC,"{'time': '2023-03-24T01:39:03.0000000Z', 'asset_id_quote': 'MEM', 'rate': 1209508.2453532105}"
BTC,"{'time': '2023-03-24T01:39:02.0000000Z', 'asset_id_quote': 'ENTR', 'rate': 2455895.753851838}"
BTC,"{'time': '2023-03-24T01:39:01.0000000Z', 'asset_id_quote': 'XMC', 'rate': 1065396.5153188359}"
BTC,"{'time': '2023-03-24T01:38:56.0000000Z', 'asset_id_quote': 'DV', 'rate': 11376655.644352252}"
BTC,"{'time': '2023-03-24T01:38:52.0000000Z', 'asset_id_quote': 'RCH', 'rate': 117673356.51907368}"
BTC,"{'time': '2023-03-24T01:38:50.0000000Z', 'asset_id_quote': 'FABRIC', 'rate': 13582156.817407258}"
BTC,"{'time': '2023-03-24T01:38:48.0000000Z', 'asset_id_quote': 'FREE', 'rate': 581284473.2723202}"
BTC,"{'time': '2023-03-24T01:38:41.0000000Z', 'asset_id_quote': 'CITYFT', 'rate': 6178.8068247534375}"
BTC,"{'time': '2023-03-24T01:38:30.0000000Z', 'asset_id_quote': 'WHXCV', 'rate': 8035326803.375502}"
BTC,"{'time': '2023-03-24T01:38:25.0000000Z', 'asset_id_quote': 'MVD1', 'rate': 5855.695967619705}"
BTC,"{'time': '2023-03-24T01:38:18.0000000Z', 'asset_id_quote': 'CLH', 'rate': 6409114.112372392}"
BTC,"{'time': '2023-03-24T01:38:05.0000000Z', 'asset_id_quote': 'MNET', 'rate': 27796750.882777095}"
